kind,edition,컴포넌트,name,arch,2.16,2.25,3.2,3.3,3.4,3.5 (EA2),latest_status,upstream,근거,source_url
feature,self-managed,MaaS,The Models-as-a-Service subscription model redesign,,—,—,—,—,GA,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),The Models-as-a-Service (MaaS) subscription model has been redesigned to replace the tier-based model introduced in version 3.3.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,The OGX Operator available on multi-architecture clusters,,—,—,—,—,—,TP,TP,Llama Stack,The OGX Operator is deployable on multi-architecture clusters in OpenShift AI version 3.3 and is available by default.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,The OGX Operator with ConfigMap driven image updates,,—,—,—,—,—,TP,TP,Llama Stack,The OGX Operator in OpenShift AI 3.3 offers ConfigMap driven image updates for OGXServer resources.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,The remote::anthropic inference provider for OGX,,—,—,—,—,—,DP,DP,Llama Stack,The remote::anthropic inference provider is available on OGX.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Llama Stack Operator,The remote::gemini inference provider for OGX,,—,—,—,—,—,DP,DP,Llama Stack,The remote::gemini inference provider is available on OGX.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Dashboard,Thresholds support in evaluation runs in the OpenShift AI dashboard,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,EvalHub introduces threshold configuration in evaluation runs as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,TLS and proxy configuration for all Llama Stack remote inference providers,,—,—,—,—,TP,TP,TP,Llama Stack,Red Hat OpenShift AI 3.4 EA2 introduces a standardized network configuration block for all Llama Stack remote inference providers.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,TLS and proxy configuration for all OGX remote inference providers,,—,—,—,—,—,TP,TP,Llama Stack,Red Hat OpenShift AI 3.4 EA2 introduces a standardized network configuration block for all OGX remote inference providers.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Catalog,Tool calling metadata on model cards in the model catalog,,—,—,—,—,DP,DP,DP,,"Red Hat OpenShift AI now displays tool callin, also known as function calling, configuration metadata directly in the model catalog.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MLflow,Trace archival support for MLflow at scale,,—,—,—,—,—,GA,GA,MLflow,You can use age-based trace archival for MLflow to manage large volumes of trace data.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Training Hub RLVR and GRPO dependencies in universal workbench images,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,The universal workbench image includes all dependencies required for Reinforcement Learning from Verifiable Rewards (RLVR) and Group Relative Policy Optimization (GRPO) training workflows.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kubeflow Trainer v2,Training images and ClusterTrainingRuntimes for Kubeflow Training Operator v1,,—,—,—,Deprecated,Deprecated,Deprecated,Deprecated,Kubeflow Trainer,The Kubeflow Training Operator (v1) is deprecated starting OpenShift AI 2.25 and is scheduled to be removed.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,TrustyAI,"TrustyAI–Llama Stack integration for safety, guardrails, and evaluation",,—,—,—,TP,TP,TP,TP,TrustyAI,You can now use the Guardrails Orchestrator from TrustyAI with Llama Stack as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,TrustyAI,"TrustyAI–OGX integration for safety, guardrails, and evaluation",,—,—,—,—,—,TP,TP,TrustyAI,You can use the Guardrails Orchestrator from TrustyAI with OGX as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Unified dashboard experience for generative AI model deployment workflows,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,"Generative AI model deployment workflows are in a unified dashboard experience, replacing separate entry points for different model serving runtimes with a single guided wizard.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,MaaS,Unified MaaS governance page for subscriptions and authorization policies,,—,—,—,—,—,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),"This enhancement combines the Subscriptions and Authorization policies pages in Settings into a single MaaS governance page, accessible from Settings → MaaS governance.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Updated naming of resources to include data-science prefix,,—,—,—,GA,GA,GA,GA,,"To ensure a consistent naming convention across the product, resource naming is now updated to include the data-science- prefix.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Updated workbench images,,—,GA,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. A new set of workbench images is now available.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Upgrade vLLM Gaudi SW 1.22.2 + vLLM v0.9.0.1 in RHOAI_2.25.1,,—,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Support for vLLM Inference Server with Intel Gaudi 1.21 accelerators is now available in Red Hat OpenShift AI 2.25.1.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Upgrading vLLM Gaudi to 1.20 release,,GA,GA,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. vLLM now supports version 1.20 of the Intel Gaudi Operator.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,Use an existing Argo Workflows instance with pipelines,,—,GA,—,—,—,—,—,Kubeflow Pipelines,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can now configure OpenShift AI to use an existing Argo Workflows instance instead of the one included with Data Science Pipelines.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,TrustyAI,Use Guardrails Orchestrator with LlamaStack,,—,TP,—,—,—,—,—,TrustyAI,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. You can now run detections using the Guardrails Orchestrator tool from TrustyAI with Llama Stack as a Technology Preview feature, using the built-in detection component.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,User-request header routing for external OGX providers,,—,—,—,—,—,GA,GA,Llama Stack,You can pass specific user-request headers to external OGX (formerly Llama Stack) providers.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,Validated sdg-hub notebooks for Red Hat AI Platform,,—,—,—,TP,TP,TP,TP,Kubeflow Pipelines,Validated sdg_hub example notebooks are available to provide a notebook-driven user experience in OpenShift AI 3.0.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Model Catalog,Validated tool-calling configuration for models in the model catalog,,—,—,—,—,—,TP,TP,,The model catalog displays validated vLLM deployment arguments for models with confirmed tool- calling support.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Verify connection credentials before saving,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,This feature is available as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,View external model endpoints in the dashboard,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,You can view registered external model endpoints and their associated provider details from the → OpenShift AI dashboard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,View running agent deployments in the dashboard,,—,—,—,—,—,DP,DP,Open Data Hub Dashboard,"In OpenShift AI, you can view a list of running agent deployments directly in the dashboard.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,View the vLLM version for distributed inference deployments,,—,—,—,—,—,GA,GA,llm-d,"When using distributed inference with Distributed Inference with llm-d, platform administrators can Red Hat OpenShift AI Self-Managed 3.5 Release notes view the version of vLLM that is running directly from the OpenShift AI dashboard.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,vLLM runtime support for Models-as-a-Service,,—,—,—,—,TP,TP,TP,Open Data Hub Dashboard,This Technology Preview feature enables you to serve large language models with vLLM’s high- performance inference capabilities while benefiting from MaaS governance and subscription-based controls.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,vLLM uvicorn access logs are disabled by default in Distributed Inference with llm-d,,—,—,—,—,GA,GA,GA,llm-d,"vLLM uvicorn access logs are disabled by default in LLMInferenceServiceConfig, including logs generated by router-scheduler /metrics endpoint polling.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,vLLM-Gaudi 1.23 support,,—,—,—,GA,GA,GA,GA,KServe,"Red Hat OpenShift AI 3.3 now supports vllm-gaudi version 1.23, enhancing, enhancing performance and stability of vLLM applications.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Workbench and runtime images default to Red Hat Python index,,—,—,—,—,GA,GA,GA,Kubeflow Notebooks,Workbench and runtime images default to the Red Hat Python index.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Workbench and runtime images default to the Red Hat Python index,,—,—,—,—,TP,TP,TP,Kubeflow Notebooks,Access and use Red Hat built and supported Python packages.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Workload variant autoscaler for Distributed Inference with llm-d model deployments,,—,—,—,—,TP,TP,TP,llm-d,Platform Operators can enable autoscaling for Distributed Inference with llm-d model deployments based on incoming request volume as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,YAML viewer for Distributed Inference with llm-d model deployments,,—,—,—,—,TP,TP,TP,llm-d,This Technology Preview feature introduces the following capabilities:,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
component,self-managed,AI Hub,AI Hub,aarch64,,,,GA,GA,,,Open Data Hub,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,AI Hub,AI Hub,ppc64le,,,,GA,GA,,,Open Data Hub,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,AI Hub,AI Hub,s390x,,,,GA,GA,,,Open Data Hub,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,AI Hub,AI Hub,x86_64,,,,GA,GA,,,Open Data Hub,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Argo Workflows,Argo Workflows,aarch64,,,,GA,GA,,,Argo Workflows,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Argo Workflows,Argo Workflows,ppc64le,,,,GA,GA,,,Argo Workflows,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Argo Workflows,Argo Workflows,x86_64,,,,GA,GA,,,Argo Workflows,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Dashboard,Dashboard,aarch64,,,,GA,GA,,,Open Data Hub Dashboard,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Dashboard,Dashboard,ppc64le,,,,GA,GA,,,Open Data Hub Dashboard,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Dashboard,Dashboard,s390x,,,,GA,GA,,,Open Data Hub Dashboard,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Dashboard,Dashboard,x86_64,,,,GA,GA,,,Open Data Hub Dashboard,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Data science pipelines,Data science pipelines,aarch64,,,,GA,GA,,,Kubeflow Pipelines,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Data science pipelines,Data science pipelines,ppc64le,,,,GA,GA,,,Kubeflow Pipelines,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Data science pipelines,Data science pipelines,x86_64,,,,GA,GA,,,Kubeflow Pipelines,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Distributed Inference with llm-d,Distributed Inference with llm-d,aarch64,,,,GA,GA,,,llm-d,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Distributed Inference with llm-d,Distributed Inference with llm-d,x86_64,,,,GA,GA,,,llm-d,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Feature Store,Feature Store,aarch64,,,,GA,GA,,,Feast,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Feature Store,Feature Store,ppc64le,,,,TP,TP,,,Feast,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Feature Store,Feature Store,x86_64,,,,GA,GA,,,Feast,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,IBM Spyre Operator,IBM Spyre Operator,s390x,,,,GA,GA,,,vLLM Spyre,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,KServe,KServe,aarch64,,,,GA,GA,,,KServe,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,KServe,KServe,ppc64le,,,,GA,GA,,,KServe,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,KServe,KServe,s390x,,,,GA,GA,,,KServe,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,KServe,KServe,x86_64,,,,GA,GA,,,KServe,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kubeflow Trainer v2,Kubeflow Trainer v2,x86_64,,,,GA,GA,,,Kubeflow Trainer,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kubeflow v1 Training Operator,Kubeflow v1 Training Operator,aarch64,,,,Deprecated,Deprecated,,,Kubeflow Training Operator,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kubeflow v1 Training Operator,Kubeflow v1 Training Operator,ppc64le,,,,Deprecated,Deprecated,,,Kubeflow Training Operator,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kubeflow v1 Training Operator,Kubeflow v1 Training Operator,x86_64,,,,Deprecated,Deprecated,,,Kubeflow Training Operator,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kuberay,Kuberay,aarch64,,,,GA,GA,,,KubeRay (Ray),,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kuberay,Kuberay,ppc64le,,,,—,TP,,,KubeRay (Ray),,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Kuberay,Kuberay,x86_64,,,,GA,GA,,,KubeRay (Ray),,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Llama Stack Operator,Llama Stack Operator,aarch64,,,,TP,TP,,,Llama Stack,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Llama Stack Operator,Llama Stack Operator,ppc64le,,,,—,TP,,,Llama Stack,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Llama Stack Operator,Llama Stack Operator,x86_64,,,,TP,TP,,,Llama Stack,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,LMEval,LMEval,aarch64,,,,GA,GA,,,LM Evaluation Harness,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,LMEval,LMEval,ppc64le,,,,GA,GA,,,LM Evaluation Harness,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,LMEval,LMEval,x86_64,,,,GA,GA,,,LM Evaluation Harness,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,MaaS,MaaS,aarch64,,,,TP,GA,,,Red Hat OpenShift AI (KServe/llm-d 기반),,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,MaaS,MaaS,x86_64,,,,TP,GA,,,Red Hat OpenShift AI (KServe/llm-d 기반),,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,MLflow,MLflow,x86_64,,,,TP,GA,,,MLflow,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Red Hat AI Inference,Red Hat AI Inference,aarch64,,,,—,GA,,,vLLM,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Red Hat AI Inference,Red Hat AI Inference,ppc64le,,,,—,GA,,,vLLM,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Red Hat AI Inference,Red Hat AI Inference,s390x,,,,—,GA,,,vLLM,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Red Hat AI Inference,Red Hat AI Inference,x86_64,,,,—,GA,,,vLLM,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,TrustyAI,TrustyAI,aarch64,,,,GA,GA,,,TrustyAI,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,TrustyAI,TrustyAI,ppc64le,,,,GA,GA,,,TrustyAI,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,TrustyAI,TrustyAI,s390x,,,,GA,GA,,,TrustyAI,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,TrustyAI,TrustyAI,x86_64,,,,GA,GA,,,TrustyAI,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Workbenches,Workbenches,aarch64,,,,GA,GA,,,Kubeflow Notebooks,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Workbenches,Workbenches,ppc64le,,,,GA,GA,,,Kubeflow Notebooks,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Workbenches,Workbenches,s390x,,,,GA,GA,,,Kubeflow Notebooks,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
component,self-managed,Workbenches,Workbenches,x86_64,,,,GA,GA,,,Kubeflow Notebooks,,https://access.redhat.com/articles/rhoai-supported-configs-3.x
