amount,age,tenure_months,num_claims,credit_score,distance_km,channel,label
2536.78,19,36,2,485,65.5,0,0
1122.56,65,170,0,897,36.4,1,0
2391.98,49,46,3,323,44.1,0,0
646.52,39,24,1,433,46.8,1,0
18.15,38,142,0,437,24.3,1,0
1859.4,53,89,0,691,13.4,0,0
2947.46,39,137,0,474,56.8,1,0
884.64,37,155,3,561,58.0,1,0
2038.64,51,172,3,429,64.5,0,0
4475.58,51,134,1,619,19.5,1,0
116.23,71,168,0,878,18.0,0,0
882.27,55,33,0,747,23.2,1,0
815.94,67,135,1,702,57.2,0,0
2124.08,36,138,1,822,88.9,1,0
1598.06,29,30,1,887,16.1,1,0
427.92,73,2,0,367,29.4,0,0
868.97,66,37,0,667,40.3,1,1
1473.37,22,5,0,861,47.1,1,0
585.1,44,116,1,413,81.2,0,1
1342.05,55,23,0,558,11.0,0,0
3174.56,73,23,3,881,20.9,0,0
2326.41,78,116,5,345,55.8,1,1
1580.58,53,21,3,791,14.8,1,0
1513.5,57,150,1,524,22.2,0,0
3055.03,34,114,0,398,20.8,0,0
198.69,42,177,1,637,23.4,0,0
2454.82,20,48,1,312,12.0,0,0
703.07,45,105,0,757,46.4,1,0
603.86,37,148,1,714,4.4,1,0
1057.99,54,35,1,316,2.5,0,0
562.2,51,38,0,527,15.7,1,0
1621.28,28,100,0,334,84.4,1,0
2258.07,39,34,5,532,33.3,1,0
1656.99,78,56,2,765,52.3,0,1
2980.69,68,143,0,864,49.0,1,0
2364.15,23,160,0,635,47.8,1,0
509.25,44,29,0,362,98.1,1,0
1427.11,45,6,0,387,50.8,0,0
444.5,20,22,0,505,13.8,0,0
3303.04,23,89,0,428,16.5,0,0
1031.84,42,2,5,739,69.1,1,0
1641.45,76,66,1,690,92.5,0,0
879.6,28,112,3,524,43.5,1,0
1898.02,24,85,1,307,16.0,1,0
1114.4,32,79,5,452,36.0,1,0
265.95,50,104,0,467,5.0,1,0
1197.32,48,171,0,703,0.8,1,0
1703.01,64,99,2,709,15.4,0,0
1102.38,78,159,5,718,35.8,1,0
2680.28,37,121,5,382,38.6,0,0
288.05,21,105,0,822,9.1,1,0
63.37,28,32,1,620,23.5,1,0
744.95,45,96,0,413,52.1,0,0
1603.39,35,154,2,467,21.2,1,0
1262.06,44,168,1,589,12.7,0,0
3100.69,50,50,0,843,57.4,0,0
3429.33,33,78,1,645,20.9,1,0
2984.45,65,16,1,900,34.7,1,0
2727.45,74,4,2,400,18.2,0,0
1569.59,75,94,1,500,41.6,1,0
1031.67,20,30,3,352,9.8,1,0
2701.39,71,61,5,445,7.3,0,0
81.82,22,14,1,467,16.9,0,0
1803.1,54,151,0,382,71.3,0,0
1439.53,38,121,0,546,21.3,0,0
515.61,71,119,3,346,20.4,0,0
1350.03,28,90,0,819,62.9,1,0
532.8,59,119,2,673,42.0,0,0
4545.59,40,57,2,842,66.9,0,0
4559.24,54,135,5,835,32.8,0,0
1572.2,22,58,5,414,33.1,1,1
3462.37,26,157,5,458,30.5,0,0
167.93,56,162,3,557,53.7,1,0
1923.67,40,58,0,758,38.3,1,0
3746.83,30,73,0,862,73.4,1,0
2684.69,21,3,0,563,42.8,1,0
1317.47,44,47,0,424,7.5,1,0
1561.57,61,97,2,766,18.2,1,0
266.06,47,174,2,367,26.9,1,0
2650.0,77,93,0,391,55.6,1,1
2346.67,38,37,3,374,47.1,0,0
2193.56,21,166,1,460,21.6,1,0
524.84,58,137,1,891,38.9,0,0
2290.22,33,6,0,608,17.3,0,0
1002.9,71,3,2,534,23.1,0,0
809.66,49,93,3,597,31.3,1,0
1268.99,78,157,2,538,79.4,1,0
2308.85,71,30,1,810,39.7,1,0
2940.79,71,149,3,425,18.1,1,0
50.45,67,28,0,859,8.7,0,0
2321.51,25,34,1,681,0.4,1,0
568.44,43,163,0,772,46.0,0,0
556.37,69,74,3,678,35.5,1,0
394.69,41,16,5,404,25.1,0,0
2837.46,26,92,3,569,37.7,1,0
515.33,61,15,1,400,2.4,1,0
3026.97,68,47,5,603,13.4,0,0
127.93,48,171,0,692,19.3,0,0
1742.48,67,100,3,451,47.4,1,0
61.0,21,114,3,738,16.6,1,0
1782.03,62,52,0,789,48.4,0,0
228.58,32,140,3,787,72.2,1,0
712.13,76,135,3,816,36.1,1,0
663.26,20,67,3,539,53.1,0,0
468.4,34,66,0,655,53.2,0,0
3114.75,28,121,1,891,1.1,1,0
2487.39,73,115,3,563,10.5,0,0
180.23,45,115,0,785,39.5,1,0
589.84,46,19,0,547,46.0,1,0
1633.15,44,33,5,511,44.9,0,1
2812.03,28,123,0,408,105.8,0,0
2250.47,50,109,0,803,30.9,0,0
2372.92,58,139,2,416,31.8,1,0
661.95,33,8,2,479,3.0,0,0
1381.12,56,45,0,330,18.6,0,0
5509.79,69,140,0,397,16.3,1,0
203.22,23,15,3,859,48.1,0,0
1761.83,67,4,1,382,45.3,1,0
1254.14,75,87,0,333,43.3,1,0
1597.66,48,46,1,586,59.9,1,0
3000.51,47,40,1,754,43.7,1,0
1333.91,33,144,0,707,17.9,1,0
1973.07,65,156,2,411,50.9,0,0
1462.67,29,126,0,853,64.0,0,0
1303.02,33,89,0,605,12.7,1,0
2356.5,47,101,2,475,35.7,1,0
6.31,32,150,5,571,8.9,1,0
897.02,53,111,1,302,26.8,1,0
3708.51,73,5,0,345,17.4,0,0
2909.8,72,43,0,469,4.2,0,0
3339.93,38,60,0,586,19.2,1,0
2904.6,30,40,2,497,7.3,0,0
2108.31,41,17,0,457,21.0,1,0
1669.55,22,29,1,645,14.5,1,0
558.95,33,103,1,513,63.6,0,0
1284.52,37,63,3,467,101.6,1,0
1332.1,55,137,1,425,11.4,0,0
1803.07,24,41,0,754,44.9,1,0
1359.48,58,153,0,357,74.5,0,0
2687.24,23,123,5,616,11.7,1,0
1438.07,30,152,1,395,22.8,0,0
1192.07,25,150,0,485,117.9,1,0
999.7,42,59,3,431,2.4,1,0
1002.09,61,130,3,557,54.6,1,0
3134.19,75,158,3,423,14.7,1,0
1219.15,56,40,1,622,23.8,0,0
2048.57,23,90,1,639,78.3,1,1
2054.87,68,35,0,895,35.3,0,0
960.1,73,113,5,772,9.0,0,0
584.06,63,64,0,457,7.2,0,0
1438.87,59,172,2,852,93.6,0,0
851.31,38,138,5,804,85.1,0,0
678.54,31,53,1,474,36.1,1,0
105.03,22,42,2,778,63.2,1,0
714.72,40,162,2,839,101.9,0,0
2688.65,39,179,3,789,7.7,0,0
2359.69,36,101,5,428,77.9,0,0
3852.48,59,81,2,382,16.6,1,1
1716.83,41,2,0,846,41.4,0,0
2192.42,44,43,1,757,69.4,0,0
2152.73,75,46,0,392,82.7,0,0
1232.52,37,145,0,311,52.0,0,0
356.53,72,177,5,340,13.2,0,0
4559.39,76,87,0,894,20.1,1,0
1877.39,37,165,0,319,61.8,0,0
3611.53,55,56,1,679,40.9,0,0
1589.43,72,118,0,388,41.2,0,0
1664.0,20,135,0,772,20.5,1,0
678.67,26,175,3,356,49.4,1,0
2224.62,32,134,2,310,9.0,0,0
1326.03,36,108,0,755,44.5,1,0
2601.64,32,50,3,417,26.7,0,0
1506.9,64,23,3,606,9.9,0,0
878.95,36,73,0,501,18.8,1,0
1926.17,52,92,5,730,36.0,0,0
263.93,57,74,0,346,46.1,1,0
1813.94,73,87,0,823,22.2,1,0
3683.99,58,157,1,476,60.0,1,0
2081.49,54,56,5,615,26.2,1,0
2750.91,33,68,2,738,42.0,1,0
288.23,35,114,0,469,19.8,1,0
1404.96,33,96,0,728,18.0,0,0
224.5,46,180,1,364,25.4,0,0
2564.4,51,86,2,793,20.7,1,0
262.15,39,151,0,333,40.5,0,0
3178.28,22,78,5,720,48.0,0,0
2406.69,52,67,1,517,47.5,1,1
1113.31,67,115,2,725,3.6,1,0
1664.21,75,99,1,713,2.8,0,0
529.07,52,95,0,361,78.9,0,0
2006.49,72,28,0,829,9.0,1,0
496.19,72,143,3,320,34.8,1,0
438.97,46,8,2,337,70.6,0,0
1926.91,56,130,1,516,50.5,0,0
165.57,20,103,5,423,26.7,0,0
1826.37,73,121,1,383,57.6,0,0
867.58,46,84,1,814,37.1,1,0
1366.25,49,52,3,509,8.5,1,0
2077.71,58,128,5,709,62.0,0,0
711.27,39,5,1,884,138.0,0,0
2420.0,35,165,3,379,49.8,1,0
235.74,32,47,0,371,34.4,1,0
2188.07,76,3,5,496,28.1,0,0
871.22,62,145,0,802,16.9,0,0
44.62,75,52,1,774,37.3,0,0
1342.23,46,78,1,475,17.7,1,0
1758.48,63,151,1,389,42.7,0,0
267.41,57,177,0,415,134.3,1,0
2606.41,47,6,3,483,24.4,0,0
1882.55,19,94,1,843,19.0,0,0
939.98,51,71,1,355,70.9,0,0
235.16,23,119,0,724,49.7,1,0
2530.95,43,164,1,527,2.6,0,0
8.85,67,13,0,688,21.7,1,0
898.64,28,167,0,636,11.2,0,0
761.46,49,13,0,722,23.9,1,0
1937.08,51,161,0,830,1.5,0,0
302.69,57,106,0,603,48.3,1,0
473.42,61,4,5,450,105.9,1,0
2073.83,59,70,0,377,72.8,1,0
578.73,26,153,3,412,44.9,0,0
535.5,54,8,0,317,31.9,0,0
851.5,70,44,3,499,35.4,1,0
1734.34,43,161,0,559,90.7,1,0
94.45,76,1,0,482,53.9,0,0
580.54,61,36,1,466,76.5,1,0
434.82,78,39,1,769,10.3,1,0
2550.34,55,115,3,360,99.9,0,0
229.49,27,75,1,684,15.2,1,0
1413.88,21,90,2,527,40.9,1,0
1257.01,71,112,2,585,42.0,0,0
3170.82,36,130,0,421,33.4,1,0
3600.8,34,132,2,583,40.2,1,0
5016.72,33,109,0,690,19.4,1,0
465.36,52,104,1,899,14.1,0,0
491.84,50,170,0,438,5.4,0,0
1915.81,30,42,3,877,64.9,0,1
694.86,48,145,3,481,27.7,0,0
1918.15,77,153,0,861,101.1,0,0
1222.97,74,102,5,807,45.2,1,0
615.32,19,77,0,552,70.2,1,0
4671.67,70,64,1,397,49.3,1,1
242.25,67,153,0,458,15.5,0,0
4342.75,37,76,0,777,35.6,1,0
645.25,23,78,1,334,24.5,1,0
232.73,26,4,1,828,9.0,1,0
3549.73,49,33,0,853,24.8,1,0
1933.87,29,170,0,603,14.1,0,0
3331.04,22,132,0,539,9.0,1,0
4616.97,46,109,0,567,38.0,1,0
4490.55,71,139,0,678,16.2,1,0
1659.6,61,93,1,302,8.4,1,0
1761.93,46,146,2,791,70.8,0,0
211.55,68,74,0,617,32.9,0,0
791.73,64,41,2,530,48.9,0,0
869.82,73,103,0,313,26.2,0,0
950.34,23,127,2,363,21.5,0,0
1320.8,30,11,0,641,47.7,0,0
221.36,48,10,1,605,17.4,0,0
1971.97,73,114,1,863,7.7,0,0
858.19,66,136,3,431,20.4,0,0
4816.37,19,177,5,723,62.2,1,1
1225.57,49,161,0,870,4.6,1,0
92.61,29,137,2,380,75.9,1,0
1606.98,57,18,2,821,48.8,0,0
614.99,66,24,2,762,15.5,1,0
1669.56,42,63,0,707,17.9,0,0
1247.69,37,2,1,312,17.4,1,0
493.12,20,63,0,482,66.1,0,0
2215.39,43,100,0,340,24.1,0,0
2820.04,44,175,1,321,5.4,1,0
2691.16,29,155,2,392,23.1,1,0
675.99,74,52,1,650,40.8,1,0
2114.84,48,76,1,321,28.9,0,0
2133.13,51,154,5,343,19.0,0,1
878.56,63,157,0,853,1.9,1,0
2080.79,73,37,3,687,32.7,0,0
653.4,54,12,2,466,8.3,1,0
802.12,60,103,0,602,3.7,1,0
785.74,20,80,1,781,0.8,0,0
2561.06,36,75,5,358,8.7,0,0
1684.72,67,16,1,699,10.0,0,0
978.71,55,69,3,797,8.4,1,0
2234.42,34,83,3,302,50.2,1,0
3685.1,23,136,1,316,25.7,0,0
2460.34,19,55,3,829,60.5,1,0
1640.34,34,10,3,705,14.3,0,0
1649.45,65,135,0,739,20.6,1,0
222.27,19,55,0,421,17.4,0,0
1076.01,28,93,0,323,37.0,1,0
235.42,48,94,5,675,43.3,0,0
1296.97,44,10,0,846,13.7,1,0
2291.4,77,126,1,629,13.8,1,0
3190.96,27,11,2,592,13.8,1,0
2156.79,24,31,0,874,7.1,0,0
54.04,41,135,1,590,0.8,1,0
28.27,74,42,2,452,44.4,0,0
103.91,45,97,0,540,21.1,1,0
479.35,53,108,0,758,30.6,0,0
1768.85,45,103,0,434,2.5,0,0
2631.03,42,6,0,683,18.6,0,0
2188.41,65,162,0,733,32.0,1,0
998.59,52,112,0,682,32.2,0,0
868.81,56,83,1,752,45.9,1,0
367.17,66,93,1,399,42.1,1,0
2878.89,22,81,5,426,16.5,0,0
3146.32,53,101,3,607,3.5,1,0
144.51,26,141,1,499,37.0,1,0
906.1,54,117,3,860,21.8,0,0
1329.6,34,177,5,785,33.4,0,0
1205.82,60,25,0,467,24.4,0,0
182.61,31,36,5,517,32.3,0,0
2728.12,35,10,0,874,19.6,0,0
1426.5,78,117,3,491,53.3,1,0
112.73,78,40,1,847,24.9,1,0
2259.38,30,5,0,557,28.5,0,0
398.98,70,44,1,600,0.7,0,0
559.92,57,151,0,309,76.2,1,0
928.43,72,68,2,429,35.1,1,0
2385.55,55,176,0,506,4.1,0,0
4034.01,69,72,1,518,21.8,0,0
1447.96,65,38,0,804,105.6,1,0
1901.47,45,129,0,707,112.8,1,0
1155.22,70,113,0,512,10.5,1,0
912.68,58,80,0,815,27.3,1,0
632.58,21,163,5,604,82.7,0,0
910.19,60,111,5,675,20.2,0,0
67.37,78,0,3,463,38.5,0,0
1246.94,70,130,2,713,60.7,1,0
1038.57,47,68,2,797,12.3,0,0
4965.1,63,146,5,888,30.9,1,0
708.87,57,180,3,335,10.7,1,0
2416.36,63,169,1,446,22.9,1,0
234.49,27,56,1,690,30.9,0,0
2243.38,64,136,0,406,62.0,1,0
62.4,35,4,0,374,6.1,0,0
944.36,77,41,0,497,43.9,1,0
329.26,78,163,0,649,91.2,1,0
1149.43,23,131,0,431,41.7,0,0
152.1,22,84,1,369,25.3,1,0
750.92,65,51,1,889,30.6,1,0
2896.84,57,137,1,700,42.6,0,0
483.62,47,159,1,880,57.7,1,0
714.27,19,158,5,457,6.8,0,0
3299.52,22,146,0,727,72.1,0,0
1661.15,39,91,2,760,33.5,1,0
123.89,52,102,2,635,71.8,1,0
1560.8,30,65,5,741,118.6,1,1
2929.35,40,133,3,843,35.7,0,0
1739.68,43,90,1,632,25.4,0,0
3519.51,35,17,5,603,30.0,0,1
1781.7,52,104,3,317,1.9,0,0
2493.48,65,16,5,320,52.6,0,0
3207.69,70,68,0,517,35.8,1,0
3414.89,65,12,1,331,37.2,1,0
1718.74,19,149,3,367,77.8,1,0
3472.91,76,147,5,438,46.2,1,0
1880.2,32,92,3,576,45.9,0,0
2638.63,41,96,5,606,2.9,0,0
941.58,33,146,1,319,20.6,1,0
112.69,27,168,3,301,16.3,0,0
1194.82,74,11,1,392,42.6,1,0
853.94,40,133,1,317,20.0,1,0
1034.98,25,144,5,770,30.7,1,0
112.71,42,29,1,368,34.7,1,0
3483.48,65,40,1,303,17.5,0,0
285.34,74,101,1,408,71.8,1,0
561.25,76,109,0,669,2.5,1,0
1238.25,45,123,1,828,4.1,0,0
2174.67,19,98,3,486,17.1,0,0
221.35,42,23,0,779,27.2,0,0
2088.87,42,87,1,724,51.2,0,0
2188.4,48,36,1,785,7.2,0,0
773.56,28,43,1,782,19.1,0,0
2174.68,46,80,1,855,42.7,1,0
2130.95,48,114,2,565,0.9,0,0
453.72,39,51,0,857,35.8,0,0
1188.94,23,90,0,628,24.6,1,0
9.88,51,155,3,471,7.9,1,0
1491.1,51,113,3,510,50.3,0,0
3407.26,44,20,0,543,4.7,1,0
2687.91,69,170,0,641,104.9,0,0
1442.2,78,145,3,400,2.8,0,0
3973.18,19,102,3,337,32.5,0,1
295.02,68,37,0,696,5.5,0,0
2686.61,78,111,1,765,6.8,0,0
566.82,39,117,3,831,58.2,0,0
1708.21,47,3,5,752,54.9,0,0
1487.1,61,55,0,630,56.2,1,0
3988.74,39,112,0,666,40.4,0,0
855.41,62,56,1,586,11.4,1,0
5.47,32,26,0,618,55.3,0,0
715.32,77,179,0,456,21.4,0,0
1985.92,31,102,5,416,55.2,1,0
1546.74,53,154,0,338,77.9,1,0
352.47,22,36,1,609,33.4,1,0
30.63,49,147,1,325,17.6,0,0
1417.45,38,5,0,742,56.5,0,0
99.37,67,127,1,421,9.8,1,0
447.6,77,41,0,749,20.5,0,0
306.68,66,53,0,439,51.8,0,0
386.48,38,164,0,532,66.0,0,0
3682.19,66,95,0,863,62.3,1,0
1169.52,46,99,0,777,50.1,0,0
2005.18,64,65,3,480,54.4,0,0
249.66,37,166,0,798,7.7,1,0
3023.7,46,16,5,303,5.4,1,1
1676.11,51,170,0,714,40.4,0,0
4157.78,25,58,1,580,9.6,1,0
3000.5,35,143,1,798,20.0,1,0
1130.62,70,32,3,595,0.9,0,0
1246.81,28,108,2,330,10.4,1,0
1937.07,31,106,3,763,67.2,1,0
1092.95,45,111,0,301,101.3,0,0
1128.92,36,44,0,437,68.9,0,0
866.46,58,150,0,374,6.8,0,0
3075.92,76,107,5,666,11.1,0,0
2561.82,39,38,1,582,21.6,1,0
635.87,32,62,2,364,73.3,1,0
76.8,75,78,0,685,43.1,0,0
95.77,27,97,1,368,51.0,1,0
780.05,59,85,2,896,46.2,0,0
405.73,73,67,0,605,23.8,0,0
4744.14,77,140,2,302,26.5,0,0
924.72,65,53,1,595,32.5,1,0
533.8,53,137,1,886,33.0,0,0
1318.73,23,64,2,582,80.2,1,0
714.88,49,74,1,452,16.5,1,0
1023.97,48,134,5,624,89.6,0,0
1334.95,19,149,2,592,16.4,0,0
277.63,51,49,0,841,14.1,1,0
3436.24,53,122,1,387,43.5,1,0
1769.02,23,64,1,743,28.9,1,0
1535.24,70,3,5,861,36.5,0,0
2897.31,44,161,2,733,51.7,1,0
1397.71,45,164,0,446,56.3,1,0
577.85,70,18,2,569,4.9,0,0
1706.51,22,47,1,355,58.4,0,0
32.75,60,176,2,319,35.0,1,0
1999.87,25,24,1,457,45.2,0,0
505.56,23,65,2,879,22.3,0,0
2712.03,76,63,1,831,15.7,0,0
1929.05,21,81,1,433,5.8,0,0
2597.43,60,7,0,347,31.4,0,0
1686.62,32,57,0,497,67.7,0,0
15.06,26,54,0,549,56.5,1,0
2641.05,40,32,1,611,26.5,0,0
388.89,58,113,3,305,88.9,0,0
384.45,36,44,0,897,16.8,1,0
1204.75,49,160,1,583,36.9,1,0
126.92,44,23,2,481,25.1,1,0
1068.75,55,16,1,799,61.5,1,0
429.23,59,130,0,726,42.0,1,0
927.09,42,56,1,714,89.5,1,0
3074.83,36,100,3,625,28.1,0,0
953.94,63,104,0,890,3.2,1,0
1771.99,77,99,5,454,42.2,1,1
335.32,48,165,3,501,23.7,0,0
1713.87,45,140,2,812,77.1,1,0
167.11,25,100,0,603,0.6,1,0
1375.77,75,139,0,725,74.6,0,0
1776.48,24,25,3,827,115.5,0,0
2155.22,50,53,5,433,35.8,1,1
263.4,68,1,0,580,44.4,1,0
4338.67,20,142,0,695,2.1,1,0
4282.19,37,101,1,604,95.1,1,0
661.84,28,148,0,697,48.9,1,0
1574.46,31,153,0,771,70.0,0,0
1139.48,59,76,0,520,16.9,1,0
976.45,24,170,0,485,97.2,1,0
273.72,48,22,3,762,42.3,0,0
2019.26,40,56,0,333,1.7,0,0
2286.76,68,146,0,416,43.2,1,0
1239.66,65,149,0,383,74.3,0,0
1034.04,49,170,3,793,51.6,0,0
805.2,37,11,1,390,90.4,0,0
2357.02,32,9,0,557,15.0,0,0
2420.73,60,151,0,325,22.1,0,0
687.34,76,9,0,842,55.2,1,0
2563.75,53,8,0,340,1.7,0,0
3288.71,31,66,2,609,73.6,1,0
2228.37,31,19,3,362,19.4,1,0
379.11,78,151,0,510,20.6,1,0
430.93,73,179,0,807,60.9,0,0
2748.35,56,174,1,316,67.0,0,0
1738.34,29,133,0,596,38.1,0,0
2094.79,59,76,2,439,17.4,1,0
4276.78,32,111,5,822,61.9,1,0
761.35,57,18,1,867,60.7,0,0
372.36,26,168,3,425,5.7,1,0
723.95,37,12,0,543,4.4,0,0
1297.93,57,169,3,489,32.7,1,0
1428.32,40,42,2,479,1.7,1,0
1274.73,59,93,1,798,18.4,0,0
635.36,64,157,1,833,30.4,1,0
212.35,57,56,0,331,9.0,1,0
3525.84,40,110,5,656,16.3,1,0
31.72,75,37,0,759,55.8,0,0
582.76,60,92,3,675,33.7,0,0
2398.72,61,10,0,601,12.4,1,0
1959.38,43,130,3,484,136.0,1,1
701.16,70,26,0,303,21.3,1,0
616.84,70,25,5,438,15.0,0,1
380.45,65,28,0,659,34.3,0,0
1729.62,30,142,0,590,37.7,0,0
1759.59,52,49,2,604,34.5,0,1
3220.11,54,68,5,418,55.3,0,0
1664.25,78,63,2,330,41.2,1,0
4721.71,78,37,0,843,0.4,0,0
4650.48,37,30,2,801,24.4,0,0
115.77,27,138,0,374,26.6,0,0
2188.88,74,84,1,608,39.8,0,0
1739.11,67,130,0,568,5.0,1,0
193.52,65,160,0,863,43.6,0,0
214.8,78,156,1,323,26.5,1,0
1164.89,54,164,0,532,113.6,1,0
1522.13,25,56,5,556,38.7,0,0
406.98,39,84,2,652,50.1,1,0
127.65,68,5,1,491,1.3,0,0
70.25,59,12,1,667,5.5,0,0
1700.33,43,17,0,697,20.2,1,0
1297.24,36,95,5,344,63.8,0,0
2159.5,78,57,3,873,52.5,0,0
1619.59,41,56,0,824,11.8,1,0
848.17,29,163,3,602,34.5,1,0
1463.49,77,46,2,309,26.5,1,0
1249.88,35,44,1,608,42.0,0,0
952.92,27,78,0,638,63.5,1,0
2619.34,39,136,2,622,18.8,1,0
4515.74,43,44,5,876,4.7,1,1
952.1,22,61,1,526,57.8,0,0
134.58,41,46,1,384,66.1,1,0
1923.98,43,57,0,586,9.6,0,0
2223.22,30,176,0,753,52.9,0,0
952.84,27,33,0,609,42.4,0,0
1281.13,76,30,2,546,2.3,0,0
438.62,73,1,3,526,38.5,0,0
1238.26,26,59,0,812,86.5,0,0
1725.68,19,47,0,346,52.9,1,0
588.15,34,164,1,516,10.3,1,0
529.81,57,15,0,359,23.1,0,0
5.66,25,96,0,488,2.0,1,0
956.35,50,16,2,662,11.8,1,1
3733.37,70,36,1,300,63.2,1,0
309.38,32,34,1,384,79.9,1,0
2074.72,53,19,1,639,37.4,1,0
911.35,47,3,0,602,55.9,1,0
1293.13,77,20,5,810,38.1,1,0
872.43,41,45,5,728,15.4,0,0
1386.53,24,179,2,788,3.1,0,0
3342.2,22,39,0,551,48.7,0,0
427.75,62,113,0,695,55.5,1,0
1517.96,28,50,5,426,48.8,1,0
1936.27,71,162,1,824,29.5,1,0
1733.22,37,38,1,497,11.2,0,0
2242.48,72,86,1,883,8.8,0,0
1029.98,28,66,3,652,5.1,1,0
2223.89,67,137,1,405,122.8,1,0
1879.42,45,87,0,649,77.9,0,0
1627.17,68,70,0,697,33.7,1,0
77.02,46,113,1,677,34.6,0,0
3541.04,39,88,1,554,29.7,1,0
206.98,78,98,5,720,49.9,1,0
794.39,29,42,1,891,16.2,1,0
1352.1,45,160,0,622,12.7,0,0
2309.42,45,83,3,846,30.4,1,0
2595.25,74,107,0,758,66.7,1,0
2750.46,66,81,0,751,106.9,0,0
3359.45,23,33,0,608,35.9,1,0
584.06,30,37,1,599,51.7,1,0
3482.74,73,179,0,593,13.8,1,0
917.73,75,35,2,419,24.0,1,0
1514.68,33,166,0,395,22.8,1,0
334.08,28,62,1,755,67.8,0,0
3279.88,36,81,0,704,7.6,1,0
1170.87,31,104,1,443,13.9,1,0
4600.72,75,38,0,350,97.8,1,0
1028.41,35,139,1,509,59.4,0,0
674.57,20,130,0,853,35.8,1,0
1160.37,32,97,0,643,3.1,1,0
840.2,77,153,0,324,61.6,1,0
755.53,22,29,1,449,82.3,1,0
1256.74,55,55,2,351,2.3,0,0
2203.03,26,121,2,843,0.3,0,0
4720.11,65,130,0,592,49.7,1,0
1695.08,34,16,2,715,25.3,1,0
24.37,72,84,1,834,71.5,0,0
158.93,48,81,2,817,16.1,0,0
1034.48,78,103,2,690,15.6,1,0
1549.32,54,67,0,393,26.0,0,0
2015.38,25,103,1,795,40.5,0,0
2615.85,43,108,3,415,49.9,0,0
1581.26,47,91,1,503,34.1,0,0
767.04,39,7,2,849,21.7,0,0
1124.42,23,150,2,732,77.4,1,0
2047.35,42,61,1,892,51.1,0,0
477.74,25,119,5,643,58.0,0,0
130.01,78,108,3,861,84.3,1,0
1918.24,68,51,0,455,90.9,1,0
2557.1,49,98,3,873,6.0,0,0
2508.3,66,15,0,627,36.3,0,0
329.48,25,61,0,857,44.5,1,0
1373.47,77,144,5,428,18.2,0,0
1303.98,74,42,5,786,8.3,1,0
1150.88,26,128,1,443,47.1,1,0
960.52,77,99,1,301,37.8,0,1
1905.19,22,36,1,444,7.6,0,0
937.64,62,13,2,795,47.1,1,0
2931.38,78,109,0,893,50.9,1,0
158.84,41,102,3,766,61.2,1,0
679.21,43,134,1,499,20.0,1,0
3261.93,42,38,0,588,25.6,0,0
525.45,31,117,1,486,63.3,0,0
1025.65,34,159,0,769,12.4,0,0
718.26,45,12,0,642,78.3,1,0
667.33,40,9,0,344,11.4,0,0
1608.39,19,7,0,437,0.2,1,0
275.82,35,119,2,766,8.1,0,0
771.06,32,91,5,391,65.7,0,0
331.85,24,64,3,548,0.6,1,0
269.19,72,61,0,323,41.2,0,0
2952.13,27,168,3,733,18.5,1,0
84.48,53,85,1,470,16.0,1,0
1093.98,21,176,0,321,31.0,1,0
3103.75,43,4,2,388,50.6,0,0
661.77,28,126,0,710,43.3,0,0
2878.68,31,60,2,730,22.5,0,0
542.58,31,3,0,359,53.6,0,0
352.37,57,150,1,367,6.0,1,0
808.61,38,136,0,477,52.1,0,0
1722.74,53,153,0,351,15.6,0,0
1116.82,47,106,3,390,48.2,0,0
256.42,60,6,0,443,50.6,0,0
696.76,73,146,1,769,26.4,1,0
2937.38,77,56,0,390,46.5,0,0
329.19,62,62,0,743,67.9,1,0
448.67,37,35,0,871,14.0,0,0
2201.97,33,121,3,664,52.3,0,0
3380.1,46,122,0,821,64.4,1,0
1730.29,52,138,1,718,4.9,0,0
988.35,41,6,0,706,10.4,0,0
436.4,30,108,3,745,51.1,1,0
1118.64,63,176,1,758,14.4,1,0
986.27,29,47,0,774,65.1,1,0
1267.28,53,27,0,631,54.9,1,0
344.35,39,154,5,689,22.8,1,0
2948.03,42,136,0,624,54.9,0,0
4312.27,37,31,5,411,26.7,1,1
280.78,23,35,2,705,11.8,1,0
381.15,60,29,1,838,10.7,1,0
2191.48,21,1,0,568,7.1,1,0
24.52,47,143,5,657,17.2,1,0
307.42,68,36,1,318,20.9,0,0
2179.92,19,16,3,336,5.4,1,0
2360.76,44,169,2,452,25.9,0,0
2110.56,32,30,0,693,13.0,0,0
4885.84,59,50,0,439,28.4,1,0
2998.32,46,35,1,887,12.7,1,0
1412.18,59,73,0,634,33.5,1,0
204.82,67,70,1,700,47.5,1,0
227.98,35,12,3,855,58.7,1,0
374.49,42,56,1,638,46.0,0,0
589.82,53,169,3,662,50.5,0,0
2441.57,69,75,1,661,14.1,1,0
2932.29,32,111,3,606,39.8,1,0
3374.96,48,121,2,837,30.8,1,1
852.98,34,40,3,874,17.3,0,0
446.65,74,110,2,848,7.2,0,0
1419.01,39,15,2,332,50.5,0,0
467.82,71,2,0,768,34.0,0,0
3397.45,67,50,0,778,13.3,1,0
959.97,73,151,2,576,66.9,1,0
1344.26,54,7,0,731,19.3,0,0
1923.2,21,173,0,304,19.1,1,0
2149.29,54,24,1,514,23.7,1,0
4215.31,57,67,1,529,54.6,1,0
1865.41,24,25,0,445,11.1,0,0
132.49,74,42,3,666,5.2,0,0
